address,current_balance,balance_eth,tx_count,total_volume,volume_eth,net_flow,net_flow_eth,total_fees_eth,last_active,is_contract,wallet_type,profitability_score
0xE6bF853060F847538744C441b0D93B73FeF0650A,4291384371220442472,4.291384371220443,2,21320000000002,2.1320000000002e-05,-21320000000002,-2.1320000000002e-05,1.719604299e-05,2025-03-17 15:39:19.176528,False,eoa,1.9165601444881772
0xC1574Ff473c106a5822bcd205B0D8B63dA086508,1,1e-18,2,11660000000001,1.1660000000001e-05,9660000000001,9.660000000001e-06,9.66e-06,2025-03-17 15:39:14.986817,False,eoa,0.20000543
0x935f64B44B5C48A1539C4AdA5161D27ace4205b5,147409789343655245979,147.40978934365523,1,0,0.0,0,0.0,3.3814444944e-05,2025-03-17 15:38:11.237064,False,eoa,59.063915737462096
0x6081258689a75d253d87cE902A8de3887239Fe80,7768859951751073303446,7768.859951751073,1,0,0.0,0,0.0,2.817870412e-05,2025-03-17 15:38:11.486658,False,eoa,3107.6439807004294
0xA8DdF8520D8f1cC0E6Fa251442d0cC482798DAE5,18000000000000000,0.018,1,18000000000000000,0.018,18000000000000000,0.018,0.0,2025-03-17 15:38:11.649011,False,eoa,0.1162
0x67a9817B07EEA93412b3B97a177796830ECa4Fa1,816002002135268,0.000816002002135268,1,833654955000000,0.000833654955,833654955000000,0.000833654955,0.0,2025-03-17 15:38:12.010482,False,eoa,0.10074322827835411
0x188fAE7b6B947556F39f3EBf217413d86821eCfe,0,0.0,1,40778710000000000,0.04077871,40778710000000000,0.04077871,0.0,2025-03-17 15:38:12.171798,False,eoa,0.120389355
0x66930AFa1640368ef7de973fa75F446f46901Cee,874066444321840752000,874.0664443218408,3,0,0.0,0,0.0,8.098352535e-05,2025-03-17 15:38:12.341114,False,eoa,349.92657772873633
0xa21A16EC22a940990922220E4ab5bF4C2310F556,374349677856325706475,374.3496778563257,1,90228841316058000,0.090228841316058,-90228841316058000,-0.090228841316058,8.30542797e-06,2025-03-17 15:38:12.684956,False,eoa,149.86693979492512
0x0203Fa6F55dF89CbD789dc38215cD12162f96090,3545127823301020000,3.54512782330102,1,90228841316058000,0.090228841316058,90228841316058000,0.090228841316058,0.0,2025-03-17 15:38:13.057076,False,eoa,1.5631655499784372
0x15AD6093CB58540ec143267B5c71E974643e1041,85103505524634828,0.08510350552463483,1,0,0.0,0,0.0,0.000395454675,2025-03-17 15:38:13.208484,False,eoa,0.13404140220985394
0xd68E2e84Cf0e492298486Eee39be0D6883EAc12f,321222370996606,0.000321222370996606,1,0,0.0,0,0.0,3.95454675e-05,2025-03-17 15:38:13.676840,False,eoa,0.10012848894839865
0xd0451f62BE92C2E45dBAFBf0a9aA5Fd42f1798EA,6541715872886688107,6.541715872886688,1,18304283961950,1.830428396195e-05,-18304283961950,-1.830428396195e-05,8.304548175e-06,2025-03-17 15:38:14.205548,False,eoa,2.7166918404398643
0x58Bd8ab3d29cD04149b32905bD2EC50d4487F0E1,18304283961950,1.830428396195e-05,1,18304283961950,1.830428396195e-05,18304283961950,1.830428396195e-05,0.0,2025-03-17 15:38:14.630834,False,eoa,0.10001647385556577
0x3E9B761c8EB8B12692bB4c2155398f575871a7Ea,2633344479661726573,2.6333444796617265,1,0,0.0,0,0.0,2.53154264748e-05,2025-03-17 15:38:14.776994,False,eoa,1.1533377918646908
0x6B86CCB8244e58fb13626D7EcFcFe8AC018CE59a,400012063890712,0.000400012063890712,2,17298573929394,1.7298573929394e-05,-17298573929394,-1.7298573929394e-05,2.6897745751534e-05,2025-03-17 15:40:43.823477,False,eoa,0.2001651943977351
0x9A67b3074A46f7a0f44e934ea5596979c9955054,2816668008000,2.816668008e-06,1,26981798186503074,0.026981798186503075,-26981798186503074,-0.026981798186503075,8.301652128e-06,2025-03-17 15:38:15.679984,False,eoa,0.10809566612315413
0x4945cE2d1B5BD904CAc839b7FDAbAfd19Cab982b,8815599232979631843,8.815599232979633,2,132417288716837074,0.13241728871683708,132417288716837074,0.13241728871683708,0.0,2025-03-17 15:40:44.155337,False,eoa,3.792448337550272
